
				 Aum Sri Sai Ram
FER on AffectNet using GACNN


Total included  287651 {0: 74874, 1: 134415, 2: 25459, 3: 14090, 4: 6378, 5: 3803, 6: 24882, 7: 3750}
Total included  4000 {0: 500, 1: 500, 2: 500, 3: 500, 4: 500, 5: 500, 6: 500, 7: 500}
length of  train Database for training: 287651
length of  test Database: 4000
Training starting:

Training Epoch: [0][0/2248]	Time  (12.921242475509644)	Data (3.7475874423980713)	loss  (2.0778088569641113)	Prec1  (10.15625) 	
Training Epoch: [7][400/2248]	Time  (2.260051981172062)	Data (0.010700988056059194)	loss  (0.1334537035434918)	Prec1  (95.998291015625) 	
Training Epoch: [7][500/2248]	Time  (2.258224191779862)	Data (0.009225737786816504)	loss  (0.13528724365724537)	Prec1  (95.90506744384766) 	
Training Epoch: [7][600/2248]	Time  (2.2541456337578087)	Data (0.00818922238024618)	loss  (0.1361834426873833)	Prec1  (95.88835906982422) 	
Training Epoch: [7][700/2248]	Time  (2.2509434199367204)	Data (0.007227980631394325)	loss  (0.13636468711724975)	Prec1  (95.88311767578125) 	
Training Epoch: [7][800/2248]	Time  (2.248723169391075)	Data (0.00662769926025924)	loss  (0.1348650052250548)	Prec1  (95.90258026123047) 	
Training Epoch: [7][900/2248]	Time  (2.246574823123369)	Data (0.006151356787051795)	loss  (0.13424223759826623)	Prec1  (95.92466735839844) 	
Training Epoch: [7][1000/2248]	Time  (2.2447585247375152)	Data (0.005770001616273131)	loss  (0.13414955528064088)	Prec1  (95.92984771728516) 	
Training Epoch: [7][1100/2248]	Time  (2.2432286960227614)	Data (0.005459334393396473)	loss  (0.13338347629294625)	Prec1  (95.95396423339844) 	
Training Epoch: [7][1200/2248]	Time  (2.242013166389497)	Data (0.005163947906621192)	loss  (0.1327561401233983)	Prec1  (95.98056030273438) 	
Training Epoch: [7][1300/2248]	Time  (2.241175499446203)	Data (0.004898755024434235)	loss  (0.13305443472627673)	Prec1  (95.97544860839844) 	
Training Epoch: [7][1400/2248]	Time  (2.2405174574964306)	Data (0.0046569564187637314)	loss  (0.132186573578429)	Prec1  (96.00173950195312) 	
Training Epoch: [7][1500/2248]	Time  (2.2397557311976137)	Data (0.004496711639465291)	loss  (0.13217191054900831)	Prec1  (96.0052719116211) 	
Training Epoch: [7][1600/2248]	Time  (2.2391690881754145)	Data (0.004334136890218379)	loss  (0.13225088913521865)	Prec1  (96.01763153076172) 	
Training Epoch: [7][1700/2248]	Time  (2.2386131191309726)	Data (0.004133375724016534)	loss  (0.13210427894452473)	Prec1  (96.02577209472656) 	
Training Epoch: [7][1800/2248]	Time  (2.2378362321244682)	Data (0.004020345402981823)	loss  (0.13167812503762605)	Prec1  (96.033447265625) 	
Training Epoch: [7][1900/2248]	Time  (2.2387580803856606)	Data (0.0039315276369178125)	loss  (0.13143325479664908)	Prec1  (96.04977416992188) 	
Training Epoch: [7][2000/2248]	Time  (2.2381395944531475)	Data (0.0038498540570413037)	loss  (0.13109985573858635)	Prec1  (96.05821990966797) 	
Training Epoch: [7][2100/2248]	Time  (2.2381181334496)	Data (0.00378697772981552)	loss  (0.1304216470067584)	Prec1  (96.07999420166016) 	
Training Epoch: [7][2200/2248]	Time  (2.2378077998804753)	Data (0.003724181397510409)	loss  (0.13058527595431682)	Prec1  (96.08380889892578) 	
Testing Epoch: [7][0/32]	Time  (4.588054180145264)	Data (3.5206830501556396)	loss  (2.5475966930389404)	Prec1  (55.46875) 	
Testing Epoch: [7][31/32]	Time  (0.6582750305533409)	Data (0.11008431017398834)	loss  (3.223431915283203)	Prec1  (49.80000305175781) 	
Epoch: 7   Test Acc: 49.80000305175781

******************************
	Adjusted learning rate: 8

0.0006634204312890621
Training Epoch: [8][0/2248]	Time  (6.269376754760742)	Data (3.5654091835021973)	loss  (0.09481282532215118)	Prec1  (95.3125) 	
Training Epoch: [8][100/2248]	Time  (2.269509756919181)	Data (0.03754931865352215)	loss  (0.12527919737714352)	Prec1  (96.2252426147461) 	
Training Epoch: [8][200/2248]	Time  (2.253166873656695)	Data (0.020115731367424353)	loss  (0.1187017901582801)	Prec1  (96.4552230834961) 	
Training Epoch: [8][300/2248]	Time  (2.247932517251303)	Data (0.014152320120421755)	loss  (0.11876866643462466)	Prec1  (96.49345397949219) 	
Training Epoch: [8][400/2248]	Time  (2.24585597473487)	Data (0.011134845657538892)	loss  (0.11720753575389523)	Prec1  (96.52042388916016) 	
Training Epoch: [8][500/2248]	Time  (2.2488056461730164)	Data (0.009407882918854674)	loss  (0.11708085505875523)	Prec1  (96.54129028320312) 	
Training Epoch: [8][600/2248]	Time  (2.2451798118489754)	Data (0.008205510217219145)	loss  (0.11699029701001037)	Prec1  (96.52532196044922) 	
Training Epoch: [8][700/2248]	Time  (2.243355820080353)	Data (0.007381769457829322)	loss  (0.11609037820457052)	Prec1  (96.5328598022461) 	
Training Epoch: [8][800/2248]	Time  (2.2427710540285717)	Data (0.006585492325781585)	loss  (0.11627932514218653)	Prec1  (96.55703735351562) 	
Training Epoch: [8][900/2248]	Time  (2.2426127336927575)	Data (0.006118178764538019)	loss  (0.11456567330180474)	Prec1  (96.5975341796875) 	
Training Epoch: [8][1000/2248]	Time  (2.241845657537272)	Data (0.005747641954984103)	loss  (0.11422860117761287)	Prec1  (96.6057357788086) 	
Training Epoch: [8][1100/2248]	Time  (2.24100439381751)	Data (0.005440698116070351)	loss  (0.11395477807719419)	Prec1  (96.62310028076172) 	
Training Epoch: [8][1200/2248]	Time  (2.2399305707707593)	Data (0.005190771882678944)	loss  (0.11396813464601471)	Prec1  (96.61740112304688) 	
Training Epoch: [8][1300/2248]	Time  (2.238775086347916)	Data (0.0049678934802466585)	loss  (0.11348310129274597)	Prec1  (96.63719940185547) 	
Training Epoch: [8][1400/2248]	Time  (2.2376633946339117)	Data (0.004733889720679861)	loss  (0.11293092948370623)	Prec1  (96.65361785888672) 	
Training Epoch: [8][1500/2248]	Time  (2.2368272392849855)	Data (0.004568241025351589)	loss  (0.11243755019193566)	Prec1  (96.68138122558594) 	
Training Epoch: [8][1600/2248]	Time  (2.236326647430267)	Data (0.004432813887444233)	loss  (0.1123437979104443)	Prec1  (96.6871337890625) 	
Training Epoch: [8][1700/2248]	Time  (2.2363358098993857)	Data (0.0043117653825996485)	loss  (0.11191844008534463)	Prec1  (96.70413970947266) 	
Training Epoch: [8][1800/2248]	Time  (2.236084953273157)	Data (0.004201633807091763)	loss  (0.11117392470817113)	Prec1  (96.72403717041016) 	
Training Epoch: [8][1900/2248]	Time  (2.23568076237072)	Data (0.004061922156641447)	loss  (0.11129155754847066)	Prec1  (96.71965789794922) 	
Training Epoch: [8][2000/2248]	Time  (2.235430323201856)	Data (0.003972919507958423)	loss  (0.11098915004524691)	Prec1  (96.7293701171875) 	
Training Epoch: [8][2100/2248]	Time  (2.2351917420495755)	Data (0.0039028413292341493)	loss  (0.11034112600968714)	Prec1  (96.74968719482422) 	
Training Epoch: [8][2200/2248]	Time  (2.2352836351944934)	Data (0.0038343472461275815)	loss  (0.11042473643090658)	Prec1  (96.74259948730469) 	
Testing Epoch: [8][0/32]	Time  (3.8660573959350586)	Data (2.8064334392547607)	loss  (2.8830153942108154)	Prec1  (59.375) 	
Testing Epoch: [8][31/32]	Time  (0.6424909234046936)	Data (0.08777336031198502)	loss  (3.711748649597168)	Prec1  (48.375003814697266) 	
Epoch: 8   Test Acc: 48.375003814697266

******************************
	Adjusted learning rate: 9

0.000630249409724609
Training Epoch: [9][0/2248]	Time  (5.713329315185547)	Data (3.0637755393981934)	loss  (0.05649257451295853)	Prec1  (97.65625) 	
Training Epoch: [9][100/2248]	Time  (2.2696171042942765)	Data (0.03251370581069795)	loss  (0.09974301731822514)	Prec1  (97.12252044677734) 	
Training Epoch: [9][200/2248]	Time  (2.2470041685436497)	Data (0.017392850040796385)	loss  (0.09761581690379637)	Prec1  (97.15873718261719) 	
Training Epoch: [9][300/2248]	Time  (2.2386792355597613)	Data (0.012408603465438286)	loss  (0.09754727170663419)	Prec1  (97.19424438476562) 	
Training Epoch: [9][400/2248]	Time  (2.234006592163124)	Data (0.00974564778239947)	loss  (0.09661166893871051)	Prec1  (97.23738098144531) 	
Training Epoch: [9][500/2248]	Time  (2.233662737105897)	Data (0.008256226480602029)	loss  (0.09839192254398159)	Prec1  (97.15880584716797) 	
Training Epoch: [9][600/2248]	Time  (2.2340507281203434)	Data (0.007235356852932896)	loss  (0.09941318968989686)	Prec1  (97.12068176269531) 	
Training Epoch: [9][700/2248]	Time  (2.23408624619118)	Data (0.006441100347739314)	loss  (0.09902878730596387)	Prec1  (97.14693450927734) 	
Training Epoch: [9][800/2248]	Time  (2.2333861900477223)	Data (0.0058200701643316335)	loss  (0.09852312842428164)	Prec1  (97.17443084716797) 	
Training Epoch: [9][900/2248]	Time  (2.2333369202142817)	Data (0.005446698107280159)	loss  (0.09805448135396219)	Prec1  (97.17675018310547) 	
Training Epoch: [9][1000/2248]	Time  (2.2376135041068244)	Data (0.005179096768786024)	loss  (0.09811647603666032)	Prec1  (97.17235565185547) 	
Training Epoch: [9][1100/2248]	Time  (2.240162603645082)	Data (0.004959876704064421)	loss  (0.09850220005285945)	Prec1  (97.1602554321289) 	
Training Epoch: [9][1200/2248]	Time  (2.2424899672191407)	Data (0.004748789495869938)	loss  (0.09893320344828944)	Prec1  (97.15145874023438) 	
Training Epoch: [9][1300/2248]	Time  (2.2441561093795857)	Data (0.004589443661266799)	loss  (0.0989003306473795)	Prec1  (97.15122985839844) 	
Training Epoch: [9][1400/2248]	Time  (2.245882085525164)	Data (0.004376842157063018)	loss  (0.0987703833891229)	Prec1  (97.1409912109375) 	
Training Epoch: [9][1500/2248]	Time  (2.247585112217821)	Data (0.004219725638687571)	loss  (0.09799384673701216)	Prec1  (97.16127014160156) 	
Training Epoch: [9][1600/2248]	Time  (2.249252991554217)	Data (0.004099401960069131)	loss  (0.09726306941036802)	Prec1  (97.18682098388672) 	
Training Epoch: [9][1700/2248]	Time  (2.250297381694285)	Data (0.003999914441789899)	loss  (0.09735025241664408)	Prec1  (97.188232421875) 	
Training Epoch: [9][1800/2248]	Time  (2.251981353706813)	Data (0.003906027864311087)	loss  (0.09730232022557903)	Prec1  (97.19947052001953) 	
Training Epoch: [9][1900/2248]	Time  (2.25329686227063)	Data (0.0038215493227794634)	loss  (0.09655477096185065)	Prec1  (97.21610260009766) 	
Training Epoch: [9][2000/2248]	Time  (2.2546783039297003)	Data (0.0037502670574045254)	loss  (0.09611865169536704)	Prec1  (97.22248840332031) 	
Training Epoch: [9][2100/2248]	Time  (2.2549647439496394)	Data (0.0036846758467080987)	loss  (0.09606400011430917)	Prec1  (97.2226791381836) 	
Training Epoch: [9][2200/2248]	Time  (2.2539195058996815)	Data (0.0036238034927319634)	loss  (0.0957527902960669)	Prec1  (97.22640228271484) 	
Testing Epoch: [9][0/32]	Time  (4.015680551528931)	Data (2.8032636642456055)	loss  (2.653719902038574)	Prec1  (57.03125) 	
Testing Epoch: [9][31/32]	Time  (0.6487110108137131)	Data (0.08766764402389526)	loss  (3.3925900535583495)	Prec1  (47.900001525878906) 	
Epoch: 9   Test Acc: 47.900001525878906

******************************
	Adjusted learning rate: 10

0.0005987369392383785
Training Epoch: [10][0/2248]	Time  (7.141318082809448)	Data (4.342170000076294)	loss  (0.08645091950893402)	Prec1  (97.65625) 	
Training Epoch: [10][100/2248]	Time  (2.2795658866957864)	Data (0.045347079192057695)	loss  (0.09080546581656626)	Prec1  (97.4241943359375) 	
Training Epoch: [10][200/2248]	Time  (2.2553207530311092)	Data (0.024251342412844226)	loss  (0.08869839726544138)	Prec1  (97.55130004882812) 	
Training Epoch: [10][300/2248]	Time  (2.2479419834986083)	Data (0.017332257622500194)	loss  (0.08616803579675993)	Prec1  (97.60433959960938) 	
Training Epoch: [10][400/2248]	Time  (2.2440124194223685)	Data (0.013832337838455923)	loss  (0.0875668740016118)	Prec1  (97.560791015625) 	
Training Epoch: [10][500/2248]	Time  (2.24234242829496)	Data (0.011716437197017099)	loss  (0.08778990615538494)	Prec1  (97.52214050292969) 	
Training Epoch: [10][600/2248]	Time  (2.2439064955751036)	Data (0.010015082240303027)	loss  (0.08685044582604667)	Prec1  (97.54185485839844) 	
Training Epoch: [10][700/2248]	Time  (2.241965743512468)	Data (0.008948614185784921)	loss  (0.08879879756582192)	Prec1  (97.47236633300781) 	
Training Epoch: [10][800/2248]	Time  (2.240665754873059)	Data (0.008152578951565365)	loss  (0.08861536636120743)	Prec1  (97.48848724365234) 	
Training Epoch: [10][900/2248]	Time  (2.2391569664687347)	Data (0.007543248421079443)	loss  (0.0884263649041228)	Prec1  (97.48370361328125) 	
Training Epoch: [10][1000/2248]	Time  (2.2380163367097077)	Data (0.007006987706050054)	loss  (0.08749081643780211)	Prec1  (97.50639343261719) 	
Training Epoch: [10][1100/2248]	Time  (2.236835040145306)	Data (0.006537388282727373)	loss  (0.08710091755464064)	Prec1  (97.52001190185547) 	
Training Epoch: [10][1200/2248]	Time  (2.2403516017030816)	Data (0.006158340582740396)	loss  (0.08642607911658177)	Prec1  (97.5261459350586) 	
Training Epoch: [10][1300/2248]	Time  (2.246633832221944)	Data (0.00587638243631983)	loss  (0.08641947071704381)	Prec1  (97.52533721923828) 	
Training Epoch: [10][1400/2248]	Time  (2.245950151561925)	Data (0.005655228453478925)	loss  (0.0867834211826367)	Prec1  (97.512939453125) 	
Training Epoch: [10][1500/2248]	Time  (2.2445924191535274)	Data (0.005458536027353021)	loss  (0.08643118155962583)	Prec1  (97.53653717041016) 	
Training Epoch: [10][1600/2248]	Time  (2.2435240477491067)	Data (0.005270059223401405)	loss  (0.08629216098207411)	Prec1  (97.54255676269531) 	
Training Epoch: [10][1700/2248]	Time  (2.2424255988655335)	Data (0.0050656080666463)	loss  (0.0863574414751079)	Prec1  (97.53913116455078) 	
Training Epoch: [10][1800/2248]	Time  (2.2410182967442793)	Data (0.00491668806017802)	loss  (0.08583535418754185)	Prec1  (97.55517578125) 	
Training Epoch: [10][1900/2248]	Time  (2.2399644551936855)	Data (0.0047697743762486365)	loss  (0.086182160679249)	Prec1  (97.54981231689453) 	
Training Epoch: [10][2000/2248]	Time  (2.24277996921587)	Data (0.004648186575466845)	loss  (0.08555570628953868)	Prec1  (97.5672378540039) 	
Training Epoch: [10][2100/2248]	Time  (2.2414885964182547)	Data (0.00454983241441192)	loss  (0.0852092467886757)	Prec1  (97.57369995117188) 	
Training Epoch: [10][2200/2248]	Time  (2.240359967104796)	Data (0.0043928902672399775)	loss  (0.08506402895717743)	Prec1  (97.58135223388672) 	
Testing Epoch: [10][0/32]	Time  (4.403196811676025)	Data (3.1622583866119385)	loss  (2.580681324005127)	Prec1  (54.6875) 	
Testing Epoch: [10][31/32]	Time  (0.6578060984611511)	Data (0.09889056533575058)	loss  (3.3058391914367675)	Prec1  (48.92500305175781) 	
Epoch: 10   Test Acc: 48.92500305175781

******************************
	Adjusted learning rate: 11

0.0005688000922764595
Training Epoch: [11][0/2248]	Time  (7.171048641204834)	Data (3.9310996532440186)	loss  (0.11246264725923538)	Prec1  (96.875) 	
Training Epoch: [11][100/2248]	Time  (2.2788891792297363)	Data (0.041631460189819336)	loss  (0.07505588491659353)	Prec1  (97.7877426147461) 	
Training Epoch: [11][200/2248]	Time  (2.253534460542214)	Data (0.02224867735336076)	loss  (0.07611533258091752)	Prec1  (97.77674102783203) 	
Training Epoch: [11][300/2248]	Time  (2.248978318566104)	Data (0.015842756955726598)	loss  (0.07636467950338145)	Prec1  (97.8145751953125) 	
Training Epoch: [11][400/2248]	Time  (2.2474739272100965)	Data (0.0126640535054956)	loss  (0.07675220825224)	Prec1  (97.83744049072266) 	
Training Epoch: [11][500/2248]	Time  (2.2467942728015955)	Data (0.010643755366464338)	loss  (0.07674373364719207)	Prec1  (97.8277816772461) 	
Training Epoch: [11][600/2248]	Time  (2.2505279670340843)	Data (0.009387672840061282)	loss  (0.07708806275837929)	Prec1  (97.8109359741211) 	
Training Epoch: [11][700/2248]	Time  (2.2522697360301325)	Data (0.008466779420447247)	loss  (0.07695009721211887)	Prec1  (97.81673431396484) 	
Training Epoch: [11][800/2248]	Time  (2.254148343677973)	Data (0.007764149247930291)	loss  (0.07718309992401118)	Prec1  (97.79962158203125) 	
Training Epoch: [11][900/2248]	Time  (2.253890942257067)	Data (0.007229836217306562)	loss  (0.07723146548223879)	Prec1  (97.80625915527344) 	
Training Epoch: [11][1000/2248]	Time  (2.2524096787154497)	Data (0.006749319387125326)	loss  (0.07674819804713146)	Prec1  (97.81936645507812) 	
Training Epoch: [11][1100/2248]	Time  (2.2529154577437147)	Data (0.006388034742599612)	loss  (0.07659645466223616)	Prec1  (97.82442474365234) 	
Training Epoch: [11][1200/2248]	Time  (2.2529139707328674)	Data (0.006104602901068059)	loss  (0.07644789785357638)	Prec1  (97.83838653564453) 	
Training Epoch: [11][1300/2248]	Time  (2.2517743717240517)	Data (0.005816376273399312)	loss  (0.07631952905716757)	Prec1  (97.84239959716797) 	
Training Epoch: [11][1400/2248]	Time  (2.2505655528646464)	Data (0.0055715481270048805)	loss  (0.07595237876041969)	Prec1  (97.84305572509766) 	
Training Epoch: [11][1500/2248]	Time  (2.2506739430869125)	Data (0.005363371751850085)	loss  (0.07610654635857456)	Prec1  (97.83529663085938) 	
Training Epoch: [11][1600/2248]	Time  (2.250952463161938)	Data (0.005199919634502728)	loss  (0.07598679368707033)	Prec1  (97.84705352783203) 	
Training Epoch: [11][1700/2248]	Time  (2.2516422273130154)	Data (0.0050436386565893)	loss  (0.07557880011075634)	Prec1  (97.85649871826172) 	
Training Epoch: [11][1800/2248]	Time  (2.25194023212812)	Data (0.004850018229635472)	loss  (0.0753773284309659)	Prec1  (97.85926055908203) 	
Training Epoch: [11][1900/2248]	Time  (2.2520097805787738)	Data (0.004702740879450141)	loss  (0.07514718866788012)	Prec1  (97.87077331542969) 	
Training Epoch: [11][2000/2248]	Time  (2.2517397982784653)	Data (0.004599420384488542)	loss  (0.07476114302962973)	Prec1  (97.88387298583984) 	
Training Epoch: [11][2100/2248]	Time  (2.251632112936994)	Data (0.00450318612012904)	loss  (0.07485173947431824)	Prec1  (97.87973022460938) 	
Training Epoch: [11][2200/2248]	Time  (2.253993976771534)	Data (0.004409265539853045)	loss  (0.07470810299113846)	Prec1  (97.88377380371094) 	
Testing Epoch: [11][0/32]	Time  (13.807690143585205)	Data (13.008769750595093)	loss  (2.873077154159546)	Prec1  (57.8125) 	
Testing Epoch: [11][31/32]	Time  (1.1514203622937202)	Data (0.5732164680957794)	loss  (3.5770798988342287)	Prec1  (48.85000228881836) 	
Epoch: 11   Test Acc: 48.85000228881836

******************************
	Adjusted learning rate: 12

0.0005403600876626365
Training Epoch: [12][0/2248]	Time  (7.963548183441162)	Data (5.547342300415039)	loss  (0.06439979374408722)	Prec1  (97.65625) 	
Training Epoch: [12][100/2248]	Time  (2.3191774882892573)	Data (0.05782694863800955)	loss  (0.07459913808299173)	Prec1  (97.72586822509766) 	
Training Epoch: [12][200/2248]	Time  (2.289462689736589)	Data (0.030278801324948743)	loss  (0.07301197527208138)	Prec1  (97.83892822265625) 	
Training Epoch: [12][300/2248]	Time  (2.278868244335897)	Data (0.020755105636444598)	loss  (0.07328126672345935)	Prec1  (97.874267578125) 	
Training Epoch: [12][400/2248]	Time  (2.27697816335055)	Data (0.01619368301068161)	loss  (0.07170996401096669)	Prec1  (97.91926574707031) 	
Training Epoch: [12][500/2248]	Time  (2.2766939575324754)	Data (0.013452532762538888)	loss  (0.07213692585314938)	Prec1  (97.926025390625) 	
Training Epoch: [12][600/2248]	Time  (2.2732169481363154)	Data (0.01162340438703134)	loss  (0.07144952735580046)	Prec1  (97.92662811279297) 	
Training Epoch: [12][700/2248]	Time  (2.270589323424749)	Data (0.010304672741855942)	loss  (0.07013668843974145)	Prec1  (97.96050262451172) 	
Training Epoch: [12][800/2248]	Time  (2.2681578053963767)	Data (0.00929329487566049)	loss  (0.06931056629880314)	Prec1  (98.00932312011719) 	
Training Epoch: [12][900/2248]	Time  (2.2666786399718526)	Data (0.00852957840897267)	loss  (0.06964582443592882)	Prec1  (97.99268341064453) 	
Training Epoch: [12][1000/2248]	Time  (2.2653747912529822)	Data (0.007890817525979879)	loss  (0.06922031524633016)	Prec1  (98.0168228149414) 	
Training Epoch: [12][1100/2248]	Time  (2.264664425403827)	Data (0.007392162198266801)	loss  (0.06920170320450014)	Prec1  (98.0167236328125) 	
Training Epoch: [12][1200/2248]	Time  (2.263580212287363)	Data (0.006974871013682649)	loss  (0.06873921510747182)	Prec1  (98.0218276977539) 	
Training Epoch: [12][1300/2248]	Time  (2.2657713283491905)	Data (0.0065653483561604505)	loss  (0.06865106324316629)	Prec1  (98.03276062011719) 	
Training Epoch: [12][1400/2248]	Time  (2.265148020743643)	Data (0.006189191962547765)	loss  (0.06807505233156136)	Prec1  (98.04714965820312) 	
Training Epoch: [12][1500/2248]	Time  (2.263502756172145)	Data (0.0059171704591551594)	loss  (0.06777139600344018)	Prec1  (98.06327056884766) 	
Training Epoch: [12][1600/2248]	Time  (2.2620890690042854)	Data (0.005640198036255798)	loss  (0.06786418116670671)	Prec1  (98.06664276123047) 	
Training Epoch: [12][1700/2248]	Time  (2.261116263447335)	Data (0.005455857371667215)	loss  (0.06762571432471697)	Prec1  (98.06731414794922) 	
Training Epoch: [12][1800/2248]	Time  (2.2604530135636063)	Data (0.005290307712713789)	loss  (0.06732975630537462)	Prec1  (98.07572174072266) 	
Training Epoch: [12][1900/2248]	Time  (2.259433027445047)	Data (0.005103457920931315)	loss  (0.06706421045113212)	Prec1  (98.0799560546875) 	
Training Epoch: [12][2000/2248]	Time  (2.258981670635096)	Data (0.004953561575039811)	loss  (0.06696195257962614)	Prec1  (98.07752990722656) 	
Training Epoch: [12][2100/2248]	Time  (2.2585943742685806)	Data (0.004816836144230809)	loss  (0.06701041432695977)	Prec1  (98.0842514038086) 	
Training Epoch: [12][2200/2248]	Time  (2.2580549409312587)	Data (0.004704943249194203)	loss  (0.06710428219781119)	Prec1  (98.08077239990234) 	
Testing Epoch: [12][0/32]	Time  (3.9492576122283936)	Data (3.074256181716919)	loss  (2.735461950302124)	Prec1  (57.03125) 	
Testing Epoch: [12][31/32]	Time  (0.6745837703347206)	Data (0.0961410328745842)	loss  (3.48434725189209)	Prec1  (48.67500305175781) 	
Epoch: 12   Test Acc: 48.67500305175781

******************************
	Adjusted learning rate: 13

0.0005133420832795047
Training Epoch: [13][0/2248]	Time  (6.49956202507019)	Data (4.1096460819244385)	loss  (0.23621928691864014)	Prec1  (95.3125) 	
Training Epoch: [13][100/2248]	Time  (2.2860655973453334)	Data (0.04331137166164889)	loss  (0.057814002793171615)	Prec1  (98.37561798095703) 	
Training Epoch: [13][200/2248]	Time  (2.2678217864155177)	Data (0.023237333961980258)	loss  (0.0587137392096555)	Prec1  (98.3442153930664) 	
Training Epoch: [13][300/2248]	Time  (2.2595012433505137)	Data (0.016413651431517743)	loss  (0.06036725377917686)	Prec1  (98.31291198730469) 	
Training Epoch: [13][400/2248]	Time  (2.2535248022721595)	Data (0.012964489454045854)	loss  (0.05945333107804271)	Prec1  (98.30307006835938) 	
Training Epoch: [13][500/2248]	Time  (2.2507520592855124)	Data (0.010752411897548896)	loss  (0.06043084107056825)	Prec1  (98.2909164428711) 	
Training Epoch: [13][600/2248]	Time  (2.2490432151343778)	Data (0.00928826538377911)	loss  (0.06050170250794852)	Prec1  (98.29320526123047) 	
Training Epoch: [13][700/2248]	Time  (2.2469217454145705)	Data (0.008325781529708188)	loss  (0.06052097989068222)	Prec1  (98.29150390625) 	
Training Epoch: [13][800/2248]	Time  (2.246223822663935)	Data (0.007596568073077446)	loss  (0.05998786792540446)	Prec1  (98.30582427978516) 	
Training Epoch: [13][900/2248]	Time  (2.24757552596758)	Data (0.007046760914725283)	loss  (0.06045785233725718)	Prec1  (98.28575897216797) 	
Training Epoch: [13][1000/2248]	Time  (2.2502710221411584)	Data (0.00664383833939498)	loss  (0.060307820382473114)	Prec1  (98.28296661376953) 	
Training Epoch: [13][1100/2248]	Time  (2.2509947947000613)	Data (0.006258463881212836)	loss  (0.06015699018270021)	Prec1  (98.29558563232422) 	
Training Epoch: [13][1200/2248]	Time  (2.250544574040358)	Data (0.0059491216292687004)	loss  (0.0600136502721129)	Prec1  (98.28593444824219) 	
Training Epoch: [13][1300/2248]	Time  (2.2510712383161775)	Data (0.005663111427946332)	loss  (0.06022856980676746)	Prec1  (98.28376770019531) 	
Training Epoch: [13][1400/2248]	Time  (2.25281024047258)	Data (0.00538723848276186)	loss  (0.060057263181868575)	Prec1  (98.2969741821289) 	
Training Epoch: [13][1500/2248]	Time  (2.2549855265912813)	Data (0.0051917297533557545)	loss  (0.05992859237511542)	Prec1  (98.29644775390625) 	
Training Epoch: [13][1600/2248]	Time  (2.255898210571975)	Data (0.005016726601652471)	loss  (0.05998662823135223)	Prec1  (98.29647827148438) 	
Training Epoch: [13][1700/2248]	Time  (2.257405493695339)	Data (0.004851369981132207)	loss  (0.059762640249012566)	Prec1  (98.30843353271484) 	
Training Epoch: [13][1800/2248]	Time  (2.2584108805934435)	Data (0.004741253421281458)	loss  (0.05966892374419855)	Prec1  (98.30996704101562) 	
Training Epoch: [13][1900/2248]	Time  (2.2590098752278145)	Data (0.0046034961672345946)	loss  (0.05947863131365702)	Prec1  (98.32078552246094) 	
Training Epoch: [13][2000/2248]	Time  (2.2597405203934136)	Data (0.004494134215698547)	loss  (0.059237037083950415)	Prec1  (98.32623291015625) 	
Training Epoch: [13][2100/2248]	Time  (2.2598973550664874)	Data (0.004412223474574282)	loss  (0.0590503317796435)	Prec1  (98.3311538696289) 	
Training Epoch: [13][2200/2248]	Time  (2.2602452630619743)	Data (0.004342008102812154)	loss  (0.05917808038945471)	Prec1  (98.32888793945312) 	
Testing Epoch: [13][0/32]	Time  (3.656195640563965)	Data (2.751253604888916)	loss  (2.846245288848877)	Prec1  (60.9375) 	
Testing Epoch: [13][31/32]	Time  (0.6616990640759468)	Data (0.08605416864156723)	loss  (3.6731327781677248)	Prec1  (49.42500305175781) 	
Epoch: 13   Test Acc: 49.42500305175781

******************************
	Adjusted learning rate: 14

0.00048767497911552944
Training Epoch: [14][0/2248]	Time  (5.901554584503174)	Data (3.2125229835510254)	loss  (0.024841640144586563)	Prec1  (99.21875) 	
Training Epoch: [14][100/2248]	Time  (2.3033873775217795)	Data (0.03384724701985274)	loss  (0.05770139433074706)	Prec1  (98.34467315673828) 	
Training Epoch: [14][200/2248]	Time  (2.285670894888503)	Data (0.018447998151257264)	loss  (0.05493778348969879)	Prec1  (98.40251922607422) 	
Training Epoch: [14][300/2248]	Time  (2.2819687781539866)	Data (0.012895943714534721)	loss  (0.05758777429717918)	Prec1  (98.35704040527344) 	
Training Epoch: [14][400/2248]	Time  (2.278528390085311)	Data (0.010357639736070895)	loss  (0.05605170080563671)	Prec1  (98.41606903076172) 	
Training Epoch: [14][500/2248]	Time  (2.275566772072615)	Data (0.008799967413652918)	loss  (0.056518525349909435)	Prec1  (98.39539337158203) 	
Training Epoch: [14][600/2248]	Time  (2.2741845629972945)	Data (0.007766346764842206)	loss  (0.05660142411730452)	Prec1  (98.385498046875) 	
Training Epoch: [14][700/2248]	Time  (2.27245975118901)	Data (0.007074288056682418)	loss  (0.05659043988460056)	Prec1  (98.37620544433594) 	
Training Epoch: [14][800/2248]	Time  (2.2723775115352445)	Data (0.006448390034402949)	loss  (0.05633388075526436)	Prec1  (98.38190460205078) 	
Training Epoch: [14][900/2248]	Time  (2.2710123866564955)	Data (0.0060110327670894375)	loss  (0.056341049586992285)	Prec1  (98.37940979003906) 	
