
				 Aum Sri Sai Ram
FER on AffectNet-8 using OADN 


Namespace(arch='resnet50', batch_size=64, batch_size_t=64, database='Affectnet', end2end=True, epochs=60, evaluate=False, imagesize=224, lr=0.001, model_dir='checkpoints_affectnet8', momentum=0.9, num_attentive_regions=25, num_classes=8, num_regions=4, pretrained='pretrainedmodels/resnet50-19c8e357.pth', print_freq=100, resume='', root_path='../data/AffectNetdataset/Manually_Annotated_Images_aligned/', start_epoch=0, train_landmarksfile='../data/Affectnetmetadata/training_affectnet_landmarks_scores.pkl', train_list='../data/Affectnetmetadata/training.csv', valid_landmarksfile='../data/Affectnetmetadata/validation_affectnet_landmarks_scores.pkl', valid_list='../data/Affectnetmetadata/validation.csv', weight_decay=1e-05, workers=16)

img_dir:  ../data/AffectNetdataset/Manually_Annotated_Images_aligned/

checkpoints:  checkpoints_affectnet8
Total included  287651 {0: 74874, 1: 134415, 2: 25459, 3: 14090, 4: 6378, 5: 3803, 6: 24882, 7: 3750}
Total included  4000 {0: 500, 1: 500, 2: 500, 3: 500, 4: 500, 5: 500, 6: 500, 7: 500}
length of  train Database for training: 287651
length of  test Database: 4000

Number of parameters:
Base Model: 23508032, Attention Branch:526600, Region Branch:526600 and Total: 24561232

Model loaded for layers 1-4 from vggface2 pretrainedmodels/vgg_msceleb_resnet50_ft_weight.pkl

Training starting:

Training Epoch: [0][0/4495]	att_loss  (2.076219081878662)	region_loss (9.529242515563965)	overall_loss (8.0386381149292)	Prec1  (9.375) 	
Training Epoch: [3][1900/4495]	att_loss  (2.079228195374041)	region_loss (3.3912709708090896)	overall_loss (3.128862464572178)	Prec1  (69.53823852539062) 	
Training Epoch: [3][2000/4495]	att_loss  (2.079224159454239)	region_loss (3.385531649417963)	overall_loss (3.124270200431496)	Prec1  (69.60426330566406) 	
Training Epoch: [3][2100/4495]	att_loss  (2.079221679391548)	region_loss (3.3793211232361937)	overall_loss (3.11930128331981)	Prec1  (69.64094543457031) 	
Training Epoch: [3][2200/4495]	att_loss  (2.0792175269787663)	region_loss (3.376696536184603)	overall_loss (3.1172007824929397)	Prec1  (69.69772338867188) 	
Training Epoch: [3][2300/4495]	att_loss  (2.079217186289111)	region_loss (3.372361836926619)	overall_loss (3.1137329543066876)	Prec1  (69.74005889892578) 	
Training Epoch: [3][2400/4495]	att_loss  (2.0792138656940327)	region_loss (3.3663121035872576)	overall_loss (3.1088925036029584)	Prec1  (69.79318237304688) 	
Training Epoch: [3][2500/4495]	att_loss  (2.0792115238941653)	region_loss (3.3634402943057853)	overall_loss (3.106594587268471)	Prec1  (69.82894134521484) 	
Training Epoch: [3][2600/4495]	att_loss  (2.0792120582825495)	region_loss (3.359327593614211)	overall_loss (3.1033045334891143)	Prec1  (69.85955047607422) 	
Training Epoch: [3][2700/4495]	att_loss  (2.0792117698772534)	region_loss (3.357310945967399)	overall_loss (3.101691157718095)	Prec1  (69.89193725585938) 	
Training Epoch: [3][2800/4495]	att_loss  (2.079211556200724)	region_loss (3.355296939536956)	overall_loss (3.1000799093021745)	Prec1  (69.90026092529297) 	
Training Epoch: [3][2900/4495]	att_loss  (2.079214662652474)	region_loss (3.3525952249508566)	overall_loss (3.0979191589174664)	Prec1  (69.9360122680664) 	
Training Epoch: [3][3000/4495]	att_loss  (2.079213989372851)	region_loss (3.348416220502272)	overall_loss (3.0945758201884495)	Prec1  (69.96834564208984) 	
Training Epoch: [3][3100/4495]	att_loss  (2.0792133515975197)	region_loss (3.344422977995542)	overall_loss (3.0913810981008094)	Prec1  (70.02227020263672) 	
Training Epoch: [3][3200/4495]	att_loss  (2.079214211517258)	region_loss (3.3402351689539787)	overall_loss (3.0880310229680124)	Prec1  (70.05818939208984) 	
Training Epoch: [3][3300/4495]	att_loss  (2.0792111392022625)	region_loss (3.3402276352585103)	overall_loss (3.0880243819036544)	Prec1  (70.0611572265625) 	
Training Epoch: [3][3400/4495]	att_loss  (2.0792110637158934)	region_loss (3.336706110955126)	overall_loss (3.085207146674316)	Prec1  (70.09381103515625) 	
Training Epoch: [3][3500/4495]	att_loss  (2.0792110289072725)	region_loss (3.333665112705443)	overall_loss (3.0827743408169894)	Prec1  (70.11166381835938) 	
Training Epoch: [3][3600/4495]	att_loss  (2.0792136770988363)	region_loss (3.3283319035625167)	overall_loss (3.0785083025569753)	Prec1  (70.15933227539062) 	
Training Epoch: [3][3700/4495]	att_loss  (2.079216236232004)	region_loss (3.3246438595386043)	overall_loss (3.0755583790629917)	Prec1  (70.19175720214844) 	
Training Epoch: [3][3800/4495]	att_loss  (2.079215101303787)	region_loss (3.320218614138167)	overall_loss (3.0720179559242973)	Prec1  (70.24015045166016) 	
Training Epoch: [3][3900/4495]	att_loss  (2.0792134958974704)	region_loss (3.315105069022825)	overall_loss (3.0679267985916723)	Prec1  (70.31970977783203) 	
Training Epoch: [3][4000/4495]	att_loss  (2.079212046777925)	region_loss (3.3105862962100185)	overall_loss (3.0643114903902178)	Prec1  (70.36288452148438) 	
Training Epoch: [3][4100/4495]	att_loss  (2.0792126549188463)	region_loss (3.3044995020959647)	overall_loss (3.0594421769316327)	Prec1  (70.4062271118164) 	
Training Epoch: [3][4200/4495]	att_loss  (2.0792109575818705)	region_loss (3.301688204774173)	overall_loss (3.057192799846946)	Prec1  (70.42445373535156) 	
Training Epoch: [3][4300/4495]	att_loss  (2.079212031012994)	region_loss (3.296814603712414)	overall_loss (3.0532941334027517)	Prec1  (70.47815704345703) 	
Training Epoch: [3][4400/4495]	att_loss  (2.0792129276503597)	region_loss (3.292198371464652)	overall_loss (3.0496013269617297)	Prec1  (70.50989532470703) 	
Testing [62/63]	att_loss  (2.079222843170166)	region_loss (5.833033763885498)	overall_loss (5.082271671295166)	Prec@1  (58.47500228881836)	
Epoch: 3   Test Acc: 58.47500228881836
Training Epoch: [4][0/4495]	att_loss  (2.0786893367767334)	region_loss (3.465449333190918)	overall_loss (3.1880974769592285)	Prec1  (70.3125) 	
Training Epoch: [4][100/4495]	att_loss  (2.079218649628139)	region_loss (3.0998230476190547)	overall_loss (2.8957022062622673)	Prec1  (71.81311798095703) 	
Training Epoch: [4][200/4495]	att_loss  (2.079229891003661)	region_loss (3.137019242220257)	overall_loss (2.9254614132553782)	Prec1  (71.46299743652344) 	
Training Epoch: [4][300/4495]	att_loss  (2.079221037139132)	region_loss (3.165182181371011)	overall_loss (2.947989991336962)	Prec1  (71.5687255859375) 	
Training Epoch: [4][400/4495]	att_loss  (2.0792188222271544)	region_loss (3.1555077878019757)	overall_loss (2.940250039397927)	Prec1  (71.62952423095703) 	
Training Epoch: [4][500/4495]	att_loss  (2.0792119074724393)	region_loss (3.1400498680011957)	overall_loss (2.927882320152785)	Prec1  (71.8001480102539) 	
Training Epoch: [4][600/4495]	att_loss  (2.0791974468358148)	region_loss (3.140628811325289)	overall_loss (2.9283425798035303)	Prec1  (71.77880096435547) 	
Training Epoch: [4][700/4495]	att_loss  (2.079198633213016)	region_loss (3.132751869407088)	overall_loss (2.9220412656686103)	Prec1  (71.82596588134766) 	
Training Epoch: [4][800/4495]	att_loss  (2.079198062196653)	region_loss (3.1267274362168807)	overall_loss (2.9172216025779907)	Prec1  (71.88670349121094) 	
Training Epoch: [4][900/4495]	att_loss  (2.0791930964466734)	region_loss (3.119835804755098)	overall_loss (2.911707304029433)	Prec1  (71.9183578491211) 	
Training Epoch: [4][1000/4495]	att_loss  (2.0791957218806583)	region_loss (3.1135844707965377)	overall_loss (2.90670676283784)	Prec1  (71.99519348144531) 	
Training Epoch: [4][1100/4495]	att_loss  (2.0792006283430053)	region_loss (3.113292440948001)	overall_loss (2.9064741201773217)	Prec1  (71.9970474243164) 	
Training Epoch: [4][1200/4495]	att_loss  (2.079203621533193)	region_loss (3.1220054592717004)	overall_loss (2.9134451332536964)	Prec1  (71.93875122070312) 	
Training Epoch: [4][1300/4495]	att_loss  (2.079205202744797)	region_loss (3.1123677310716364)	overall_loss (2.9057352669325174)	Prec1  (72.06595611572266) 	
Training Epoch: [4][1400/4495]	att_loss  (2.079197733169109)	region_loss (3.1070546939660617)	overall_loss (2.9014833436362832)	Prec1  (72.14935302734375) 	
Training Epoch: [4][1500/4495]	att_loss  (2.079196450076526)	region_loss (3.1025750342406564)	overall_loss (2.8978993587697213)	Prec1  (72.20394897460938) 	
Training Epoch: [4][1600/4495]	att_loss  (2.0791969302294775)	region_loss (3.0923725369570776)	overall_loss (2.8897374569066683)	Prec1  (72.3044204711914) 	
Training Epoch: [4][1700/4495]	att_loss  (2.079197934485407)	region_loss (3.086467278697503)	overall_loss (2.8850134510912664)	Prec1  (72.37470245361328) 	
Training Epoch: [4][1800/4495]	att_loss  (2.0791964405182664)	region_loss (3.0843144241536344)	overall_loss (2.8832908688751213)	Prec1  (72.41549682617188) 	
Training Epoch: [4][1900/4495]	att_loss  (2.079203633369113)	region_loss (3.0824182638050943)	overall_loss (2.8817753791181997)	Prec1  (72.43802642822266) 	
Training Epoch: [4][2000/4495]	att_loss  (2.0792076933211177)	region_loss (3.0794506332744427)	overall_loss (2.879402086831283)	Prec1  (72.4590835571289) 	
Training Epoch: [4][2100/4495]	att_loss  (2.0791998642617777)	region_loss (3.073544983521125)	overall_loss (2.8746760007825594)	Prec1  (72.50714111328125) 	
Training Epoch: [4][2200/4495]	att_loss  (2.0792004393751324)	region_loss (3.0655990184192925)	overall_loss (2.868319344108942)	Prec1  (72.57425689697266) 	
Training Epoch: [4][2300/4495]	att_loss  (2.0791984092458753)	region_loss (3.0603311574236303)	overall_loss (2.86410464923416)	Prec1  (72.6375732421875) 	
Training Epoch: [4][2400/4495]	att_loss  (2.07919897729285)	region_loss (3.05157974068198)	overall_loss (2.8571036298887673)	Prec1  (72.69432067871094) 	
Training Epoch: [4][2500/4495]	att_loss  (2.0791973525264273)	region_loss (3.048098720059019)	overall_loss (2.8543184883639316)	Prec1  (72.73152923583984) 	
Training Epoch: [4][2600/4495]	att_loss  (2.0791967828106026)	region_loss (3.0440548904031024)	overall_loss (2.851083311105132)	Prec1  (72.78750610351562) 	
Training Epoch: [4][2700/4495]	att_loss  (2.0791977762690474)	region_loss (3.037891115801549)	overall_loss (2.84615249008834)	Prec1  (72.85496520996094) 	
Training Epoch: [4][2800/4495]	att_loss  (2.0791977724404216)	region_loss (3.032574476407537)	overall_loss (2.8418991779778864)	Prec1  (72.90086364746094) 	
Training Epoch: [4][2900/4495]	att_loss  (2.079196062140611)	region_loss (3.026373182564347)	overall_loss (2.8369378007637636)	Prec1  (72.98614501953125) 	
Training Epoch: [4][3000/4495]	att_loss  (2.0791981302869593)	region_loss (3.023969157105166)	overall_loss (2.83501499416589)	Prec1  (73.01785278320312) 	
Training Epoch: [4][3100/4495]	att_loss  (2.079200110793767)	region_loss (3.019364002057715)	overall_loss (2.831331266198993)	Prec1  (73.06060028076172) 	
Training Epoch: [4][3200/4495]	att_loss  (2.0792015562650374)	region_loss (3.0126133076811685)	overall_loss (2.825930999540158)	Prec1  (73.10264587402344) 	
Training Epoch: [4][3300/4495]	att_loss  (2.079203553215658)	region_loss (3.010237876157694)	overall_loss (2.8240310539443794)	Prec1  (73.13219451904297) 	
Training Epoch: [4][3400/4495]	att_loss  (2.0792019277486826)	region_loss (3.0041889243180595)	overall_loss (2.8191915678648485)	Prec1  (73.18849182128906) 	
Training Epoch: [4][3500/4495]	att_loss  (2.07920191601936)	region_loss (2.9996681048236074)	overall_loss (2.815574909952224)	Prec1  (73.21702575683594) 	
Training Epoch: [4][3600/4495]	att_loss  (2.0792045620407404)	region_loss (2.999310866192757)	overall_loss (2.8152896481664667)	Prec1  (73.21273040771484) 	
Training Epoch: [4][3700/4495]	att_loss  (2.079203919506305)	region_loss (2.995816692504584)	overall_loss (2.812494181195197)	Prec1  (73.25680541992188) 	
Training Epoch: [4][3800/4495]	att_loss  (2.0792011505238355)	region_loss (2.993734278104331)	overall_loss (2.810827695580101)	Prec1  (73.27513122558594) 	
Training Epoch: [4][3900/4495]	att_loss  (2.0791980718472347)	region_loss (2.9907665120366596)	overall_loss (2.8084528670497995)	Prec1  (73.31413269042969) 	
Training Epoch: [4][4000/4495]	att_loss  (2.0791989895916676)	region_loss (2.9885875412715253)	overall_loss (2.8067098738580487)	Prec1  (73.3332290649414) 	
Training Epoch: [4][4100/4495]	att_loss  (2.0791949756666965)	region_loss (2.9853014113757124)	overall_loss (2.8040801672725033)	Prec1  (73.34872436523438) 	
Training Epoch: [4][4200/4495]	att_loss  (2.0791956095206285)	region_loss (2.9815197129443667)	overall_loss (2.8010549350909693)	Prec1  (73.40067291259766) 	
Training Epoch: [4][4300/4495]	att_loss  (2.0791981817816225)	region_loss (2.978636493740512)	overall_loss (2.7987488740212805)	Prec1  (73.43168640136719) 	
Training Epoch: [4][4400/4495]	att_loss  (2.079198379999831)	region_loss (2.9747788458080677)	overall_loss (2.7956627957307867)	Prec1  (73.45951080322266) 	
Testing [62/63]	att_loss  (2.0792629318237306)	region_loss (5.935492744445801)	overall_loss (5.164246883392334)	Prec@1  (57.775001525878906)	
Epoch: 4   Test Acc: 57.775001525878906
Training Epoch: [5][0/4495]	att_loss  (2.0795111656188965)	region_loss (2.382185935974121)	overall_loss (2.321650981903076)	Prec1  (82.8125) 	
Training Epoch: [5][100/4495]	att_loss  (2.07911214734068)	region_loss (2.9012266350264597)	overall_loss (2.7368037653441477)	Prec1  (73.70049285888672) 	
Training Epoch: [5][200/4495]	att_loss  (2.0791563691191413)	region_loss (2.8552454579528885)	overall_loss (2.700027681701812)	Prec1  (74.54912567138672) 	
Training Epoch: [5][300/4495]	att_loss  (2.079181439852794)	region_loss (2.8277008933482377)	overall_loss (2.6779970405901787)	Prec1  (74.90656280517578) 	
Training Epoch: [5][400/4495]	att_loss  (2.079165728014901)	region_loss (2.8366743204302325)	overall_loss (2.6851726452311375)	Prec1  (74.7662124633789) 	
Training Epoch: [5][500/4495]	att_loss  (2.079158139086055)	region_loss (2.8242294169709594)	overall_loss (2.675215203842955)	Prec1  (74.92826843261719) 	
Training Epoch: [5][600/4495]	att_loss  (2.079138097667853)	region_loss (2.8373702883522047)	overall_loss (2.685723895836194)	Prec1  (74.78160858154297) 	
Training Epoch: [5][700/4495]	att_loss  (2.0791193476417096)	region_loss (2.829228582973997)	overall_loss (2.6792067818226726)	Prec1  (74.96434020996094) 	
Training Epoch: [5][800/4495]	att_loss  (2.079117776749286)	region_loss (2.836216414912363)	overall_loss (2.6847967335049727)	Prec1  (74.92391967773438) 	
Training Epoch: [5][900/4495]	att_loss  (2.0791343226946153)	region_loss (2.835628685358494)	overall_loss (2.684329859689126)	Prec1  (74.9341049194336) 	
Training Epoch: [5][1000/4495]	att_loss  (2.0791309949282284)	region_loss (2.8323874144882826)	overall_loss (2.681736179045983)	Prec1  (74.92351531982422) 	
Training Epoch: [5][1100/4495]	att_loss  (2.0791442420242268)	region_loss (2.837631345120048)	overall_loss (2.6859339713833745)	Prec1  (74.8453140258789) 	
Training Epoch: [5][1200/4495]	att_loss  (2.079163867766216)	region_loss (2.8323230735467533)	overall_loss (2.6816912794192564)	Prec1  (74.88681030273438) 	
Training Epoch: [5][1300/4495]	att_loss  (2.079171650781712)	region_loss (2.8369450374899414)	overall_loss (2.6853904085467173)	Prec1  (74.85227966308594) 	
Training Epoch: [5][1400/4495]	att_loss  (2.0791732267683356)	region_loss (2.8406898332952517)	overall_loss (2.688386559826744)	Prec1  (74.79367065429688) 	
Training Epoch: [5][1500/4495]	att_loss  (2.0791893996531607)	region_loss (2.8372729384525868)	overall_loss (2.685656277756942)	Prec1  (74.85426330566406) 	
Training Epoch: [5][1600/4495]	att_loss  (2.07918854477553)	region_loss (2.829167906229828)	overall_loss (2.6791720797612024)	Prec1  (74.9638900756836) 	
Training Epoch: [5][1700/4495]	att_loss  (2.0791875709161416)	region_loss (2.823381429066173)	overall_loss (2.6745427024147217)	Prec1  (75.00550842285156) 	
Training Epoch: [5][1800/4495]	att_loss  (2.079179395906532)	region_loss (2.8173970117097693)	overall_loss (2.6697535337440708)	Prec1  (75.04164123535156) 	
Training Epoch: [5][1900/4495]	att_loss  (2.0791879198163636)	region_loss (2.8132692469476965)	overall_loss (2.666453026834756)	Prec1  (75.08301544189453) 	
Training Epoch: [5][2000/4495]	att_loss  (2.07918507393928)	region_loss (2.8055016815156)	overall_loss (2.6602384048006287)	Prec1  (75.15851593017578) 	
Training Epoch: [5][2100/4495]	att_loss  (2.0791820385863473)	region_loss (2.8039754290968846)	overall_loss (2.6590167953535695)	Prec1  (75.14725494384766) 	
Training Epoch: [5][2200/4495]	att_loss  (2.0791799348357154)	region_loss (2.8031595779624325)	overall_loss (2.658363693738623)	Prec1  (75.14340209960938) 	
Training Epoch: [5][2300/4495]	att_loss  (2.0791790456369825)	region_loss (2.799774719859558)	overall_loss (2.6556556292690954)	Prec1  (75.1751937866211) 	
Training Epoch: [5][2400/4495]	att_loss  (2.0791735902323123)	region_loss (2.7972338409634343)	overall_loss (2.653621834499148)	Prec1  (75.19588470458984) 	
Training Epoch: [5][2500/4495]	att_loss  (2.0791694312417857)	region_loss (2.7923683376133037)	overall_loss (2.6497285997138316)	Prec1  (75.22740936279297) 	
Training Epoch: [5][2600/4495]	att_loss  (2.0791661239779486)	region_loss (2.789226599538936)	overall_loss (2.6472145475730766)	Prec1  (75.27753448486328) 	
Training Epoch: [5][2700/4495]	att_loss  (2.079163790984932)	region_loss (2.7903932905868)	overall_loss (2.648147433565882)	Prec1  (75.26842498779297) 	
Training Epoch: [5][2800/4495]	att_loss  (2.0791606426409253)	region_loss (2.7842255470711006)	overall_loss (2.643212608761636)	Prec1  (75.32744598388672) 	
Training Epoch: [5][2900/4495]	att_loss  (2.0791656059546537)	region_loss (2.7824683606891703)	overall_loss (2.6418078524702295)	Prec1  (75.34308624267578) 	
Training Epoch: [5][3000/4495]	att_loss  (2.0791686424927804)	region_loss (2.7794698265066784)	overall_loss (2.6394096326128875)	Prec1  (75.357177734375) 	
Training Epoch: [5][3100/4495]	att_loss  (2.0791679717232743)	region_loss (2.776559608284791)	overall_loss (2.63708132368947)	Prec1  (75.36580657958984) 	
Training Epoch: [5][3200/4495]	att_loss  (2.0791689326188894)	region_loss (2.772430503230585)	overall_loss (2.6337782315483915)	Prec1  (75.40758514404297) 	
Training Epoch: [5][3300/4495]	att_loss  (2.0791735862898344)	region_loss (2.7695448143992847)	overall_loss (2.6314706114052786)	Prec1  (75.42364501953125) 	
Training Epoch: [5][3400/4495]	att_loss  (2.0791760464690427)	region_loss (2.769488753798568)	overall_loss (2.631426255585901)	Prec1  (75.4240493774414) 	
Training Epoch: [5][3500/4495]	att_loss  (2.0791781286415594)	region_loss (2.76878951726999)	overall_loss (2.6308672827538406)	Prec1  (75.43603515625) 	
Training Epoch: [5][3600/4495]	att_loss  (2.0791773367709365)	region_loss (2.7676112983532)	overall_loss (2.629924549125559)	Prec1  (75.4469223022461) 	
Training Epoch: [5][3700/4495]	att_loss  (2.0791760595770534)	region_loss (2.764918694880098)	overall_loss (2.627770210529978)	Prec1  (75.47369384765625) 	
Training Epoch: [5][3800/4495]	att_loss  (2.0791748194153827)	region_loss (2.7626766396083196)	overall_loss (2.6259763181538873)	Prec1  (75.48836517333984) 	
Training Epoch: [5][3900/4495]	att_loss  (2.0791764014869187)	region_loss (2.760814966528393)	overall_loss (2.6244872957888212)	Prec1  (75.50147247314453) 	
Training Epoch: [5][4000/4495]	att_loss  (2.079176177504181)	region_loss (2.758057904046823)	overall_loss (2.6222816009099588)	Prec1  (75.53229522705078) 	
Training Epoch: [5][4100/4495]	att_loss  (2.079173870768032)	region_loss (2.754592114644817)	overall_loss (2.61950850791973)	Prec1  (75.56616973876953) 	
Training Epoch: [5][4200/4495]	att_loss  (2.079173548849842)	region_loss (2.7519049634254706)	overall_loss (2.617358722649311)	Prec1  (75.59025573730469) 	
Training Epoch: [5][4300/4495]	att_loss  (2.0791736687374405)	region_loss (2.748602440262417)	overall_loss (2.614716727964769)	Prec1  (75.6194076538086) 	
Training Epoch: [5][4400/4495]	att_loss  (2.079172998741252)	region_loss (2.7460657158810236)	overall_loss (2.612687214237266)	Prec1  (75.6482925415039) 	
Testing [62/63]	att_loss  (2.0791966686248777)	region_loss (6.443823081970215)	overall_loss (5.570897857666016)	Prec@1  (57.60000228881836)	
Epoch: 5   Test Acc: 57.60000228881836
Training Epoch: [6][0/4495]	att_loss  (2.080124616622925)	region_loss (2.4737088680267334)	overall_loss (2.394991874694824)	Prec1  (81.25) 	
Training Epoch: [6][100/4495]	att_loss  (2.079329273488262)	region_loss (2.5991020426891818)	overall_loss (2.4951475162317256)	Prec1  (77.39789581298828) 	
Training Epoch: [6][200/4495]	att_loss  (2.0792391525572214)	region_loss (2.54795648090875)	overall_loss (2.454213052839782)	Prec1  (77.82959747314453) 	
Training Epoch: [6][300/4495]	att_loss  (2.0792637853527385)	region_loss (2.5668491940957763)	overall_loss (2.4693321484663953)	Prec1  (77.5695571899414) 	
Training Epoch: [6][400/4495]	att_loss  (2.0792525195124143)	region_loss (2.5903013448168215)	overall_loss (2.4880916195320073)	Prec1  (77.345703125) 	
Training Epoch: [6][500/4495]	att_loss  (2.0792322196884307)	region_loss (2.577886002268382)	overall_loss (2.4781552829190403)	Prec1  (77.40144348144531) 	
Training Epoch: [6][600/4495]	att_loss  (2.0792204488732056)	region_loss (2.580951890413852)	overall_loss (2.4806056379676855)	Prec1  (77.39704132080078) 	
Training Epoch: [6][700/4495]	att_loss  (2.0792128604420923)	region_loss (2.5821783398085416)	overall_loss (2.481585280531313)	Prec1  (77.34709930419922) 	
Training Epoch: [6][800/4495]	att_loss  (2.0792038860392483)	region_loss (2.5822258256050232)	overall_loss (2.481621476892526)	Prec1  (77.33887481689453) 	
Training Epoch: [6][900/4495]	att_loss  (2.079200188142478)	region_loss (2.5793687339363562)	overall_loss (2.479335063570215)	Prec1  (77.36543273925781) 	
Training Epoch: [6][1000/4495]	att_loss  (2.079198233016602)	region_loss (2.5753847262956997)	overall_loss (2.476147466963464)	Prec1  (77.37886810302734) 	
Training Epoch: [6][1100/4495]	att_loss  (2.0791932139799445)	region_loss (2.5771787654909626)	overall_loss (2.477581694816915)	Prec1  (77.39271545410156) 	
Training Epoch: [6][1200/4495]	att_loss  (2.079192909968088)	region_loss (2.58122346691049)	overall_loss (2.4808173941930662)	Prec1  (77.30276489257812) 	
Training Epoch: [6][1300/4495]	att_loss  (2.0791895424375895)	region_loss (2.5782301430515284)	overall_loss (2.4784220611013694)	Prec1  (77.3287353515625) 	
Training Epoch: [6][1400/4495]	att_loss  (2.0791862868650055)	region_loss (2.5720629715902477)	overall_loss (2.473487671999145)	Prec1  (77.39002990722656) 	
Training Epoch: [6][1500/4495]	att_loss  (2.0791857677805354)	region_loss (2.5691835665051577)	overall_loss (2.4711840448182554)	Prec1  (77.39111328125) 	
Training Epoch: [6][1600/4495]	att_loss  (2.0791850302980364)	region_loss (2.5664351285806974)	overall_loss (2.468985146392069)	Prec1  (77.39596557617188) 	
Training Epoch: [6][1700/4495]	att_loss  (2.0791754836127874)	region_loss (2.564880523942345)	overall_loss (2.4677395535384394)	Prec1  (77.41217803955078) 	
Training Epoch: [6][1800/4495]	att_loss  (2.0791758327335863)	region_loss (2.5723731839478114)	overall_loss (2.4737337513939)	Prec1  (77.34504699707031) 	
Training Epoch: [6][1900/4495]	att_loss  (2.0791768483398214)	region_loss (2.5700165076609474)	overall_loss (2.4718486136477096)	Prec1  (77.39430236816406) 	
Training Epoch: [6][2000/4495]	att_loss  (2.079176576777377)	region_loss (2.5686352471599934)	overall_loss (2.470743551068399)	Prec1  (77.41363525390625) 	
Training Epoch: [6][2100/4495]	att_loss  (2.0791770978407427)	region_loss (2.569075457996439)	overall_loss (2.471095823833115)	Prec1  (77.38428497314453) 	
Training Epoch: [6][2200/4495]	att_loss  (2.0791718208047816)	region_loss (2.565208459377072)	overall_loss (2.4680011693806283)	Prec1  (77.41793823242188) 	
Training Epoch: [6][2300/4495]	att_loss  (2.079171147879079)	region_loss (2.5645193653695224)	overall_loss (2.4674497592557985)	Prec1  (77.39705657958984) 	
Training Epoch: [6][2400/4495]	att_loss  (2.079172002132214)	region_loss (2.563896867991586)	overall_loss (2.4669519330203062)	Prec1  (77.37140655517578) 	
Training Epoch: [6][2500/4495]	att_loss  (2.079175449189831)	region_loss (2.5623032642049535)	overall_loss (2.4656777391429903)	Prec1  (77.38154602050781) 	
Training Epoch: [6][2600/4495]	att_loss  (2.0791739971992467)	region_loss (2.5601422447555113)	overall_loss (2.4639486332024028)	Prec1  (77.39811706542969) 	
Training Epoch: [6][2700/4495]	att_loss  (2.0791778193717088)	region_loss (2.559382077147898)	overall_loss (2.463341263213541)	Prec1  (77.39089965820312) 	
Training Epoch: [6][2800/4495]	att_loss  (2.0791772854664377)	region_loss (2.556324349391124)	overall_loss (2.460894973564897)	Prec1  (77.42770385742188) 	
Training Epoch: [6][2900/4495]	att_loss  (2.0791788428292444)	region_loss (2.554785655351065)	overall_loss (2.4596643296655643)	Prec1  (77.45819854736328) 	
Training Epoch: [6][3000/4495]	att_loss  (2.0791801951877757)	region_loss (2.55155379360654)	overall_loss (2.457079110364841)	Prec1  (77.48355102539062) 	
Training Epoch: [6][3100/4495]	att_loss  (2.079181669528005)	region_loss (2.5489484569942595)	overall_loss (2.4549951357673883)	Prec1  (77.50524139404297) 	
Training Epoch: [6][3200/4495]	att_loss  (2.0791833006713736)	region_loss (2.5478091736355264)	overall_loss (2.4540840359041)	Prec1  (77.52997589111328) 	
Training Epoch: [6][3300/4495]	att_loss  (2.079182477258834)	region_loss (2.5443842233003755)	overall_loss (2.4513439110863104)	Prec1  (77.54894256591797) 	
Training Epoch: [6][3400/4495]	att_loss  (2.079181473383445)	region_loss (2.5401984889238802)	overall_loss (2.4479951232505246)	Prec1  (77.5750732421875) 	
Training Epoch: [6][3500/4495]	att_loss  (2.079182640820427)	region_loss (2.538928573896326)	overall_loss (2.4469794247770813)	Prec1  (77.59122467041016) 	
Training Epoch: [6][3600/4495]	att_loss  (2.079179950437093)	region_loss (2.53861523826597)	overall_loss (2.4467282185982215)	Prec1  (77.59042358398438) 	
Training Epoch: [6][3700/4495]	att_loss  (2.0791792019867503)	region_loss (2.5383182643265765)	overall_loss (2.4464904898664366)	Prec1  (77.5879898071289) 	
Training Epoch: [6][3800/4495]	att_loss  (2.079179749241693)	region_loss (2.5353978215252466)	overall_loss (2.4441542448542113)	Prec1  (77.62801361083984) 	
Training Epoch: [6][3900/4495]	att_loss  (2.0791790408985458)	region_loss (2.534854143743361)	overall_loss (2.443719160767648)	Prec1  (77.61991882324219) 	
Training Epoch: [6][4000/4495]	att_loss  (2.079178870007325)	region_loss (2.532332991814798)	overall_loss (2.4417022046849777)	Prec1  (77.63996887207031) 	
Training Epoch: [6][4100/4495]	att_loss  (2.0791777290678177)	region_loss (2.530029730400322)	overall_loss (2.4398593670913167)	Prec1  (77.67617797851562) 	
Training Epoch: [6][4200/4495]	att_loss  (2.079176797778287)	region_loss (2.527031671288637)	overall_loss (2.437460733407794)	Prec1  (77.69429779052734) 	
Training Epoch: [6][4300/4495]	att_loss  (2.0791782295667858)	region_loss (2.5258613293793446)	overall_loss (2.436524746085954)	Prec1  (77.71194458007812) 	
Training Epoch: [6][4400/4495]	att_loss  (2.0791795053310866)	region_loss (2.523437853916968)	overall_loss (2.434586220777893)	Prec1  (77.73943328857422) 	
Testing [62/63]	att_loss  (2.0792716331481933)	region_loss (7.137818298339844)	overall_loss (6.126109062194824)	Prec@1  (56.650001525878906)	
Epoch: 6   Test Acc: 56.650001525878906
Training Epoch: [7][0/4495]	att_loss  (2.0808448791503906)	region_loss (3.09734845161438)	overall_loss (2.894047737121582)	Prec1  (70.3125) 	
